327: 81.750, 552.629028, 2349098, 5354332, 7770816
328: 82.000, 570.489563, 2258126, 5217870, 7527424
329: 82.250, 590.287415, 2147720, 5069906, 7274846
330: 82.500, 610.458801, 2036522, 4908580, 7034416
331: 82.750, 631.641296, 1971584, 4689499, 6798730
332: 83.000, 652.664185, 1883944, 4517602, 6579794
333: 83.250, 678.662537, 1827216, 4348213, 6327778
334: 83.500, 706.363342, 1722392, 4165861, 6079644
335: 83.750, 738.223206, 1635222, 3965289, 5817332
336: 84.000, 770.187134, 1558736, 3781624, 5575968
337: 84.250, 806.747009, 1494018, 3607755, 5323316
338: 84.500, 846.122375, 1393924, 3434056, 5075588
339: 84.750, 885.193359, 1320248, 3249067, 4851642
340: 85.000, 928.126709, 1216248, 3078417, 4627228
341: 85.250, 978.133789, 1087664, 2930580, 4390590
342: 85.500, 1030.702637, 996692, 2751084, 4166700
343: 85.750, 1085.790894, 904710, 2563455, 3955366
344: 86.000, 1153.205322, 830174, 2390948, 3724176
345: 86.250, 1233.774902, 759522, 2248412, 3480952
346: 86.500, 1318.407715, 691284, 2109278, 3257488
347: 86.750, 1431.129761, 611924, 1977140, 3000864
348: 87.000, 1547.955811, 550656, 1837388, 2774380
349: 87.250, 1686.446289, 508756, 1672745, 2546584
350: 87.500, 1869.921265, 460864, 1487900, 2296754
351: 87.750, 2091.554199, 398742, 1331977, 2053380
352: 88.000, 2361.634033, 349098, 1185574, 1818556
353: 88.250, 2780.147705, 286514, 1038218, 1544782
354: 88.500, 3324.505127, 228326, 892733, 1291832
355: 88.750, 4071.626465, 177686, 715978, 1054804
356: 89.000, 5273.197266, 115580, 528682, 814466
357: 89.250, 7256.724121, 59824, 363504, 591850
358: 89.500, 11803.195312, 21312, 214579, 363878
359: 89.750, 32519.361328, 2438, 69850, 132074
360: 90.000, 0.000000, 0, 0, 0
361: 90.250, 0.000000, 0, 0, 0
362: 90.500, 0.000000, 0, 0, 0
363: 90.750, 0.000000, 0, 0, 0
364: 91.000, 0.000000, 0, 0, 0
365: 91.250, 0.000000, 0, 0, 0
366: 91.500, 0.000000, 0, 0, 0
367: 91.750, 0.000000, 0, 0, 0
368: 92.000, 0.000000, 0, 0, 0
369: 92.250, 0.000000, 0, 0, 0
370: 92.500, 0.000000, 0, 0, 0
371: 92.750, 0.000000, 0, 0, 0
372: 93.000, 0.000000, 0, 0, 0
373: 93.250, 0.000000, 0, 0, 0
374: 93.500, 0.000000, 0, 0, 0
375: 93.750, 0.000000, 0, 0, 0
376: 94.000, 0.000000, 0, 0, 0
377: 94.250, 0.000000, 0, 0, 0
378: 94.500, 0.000000, 0, 0, 0
379: 94.750, 0.000000, 0, 0, 0
380: 95.000, 0.000000, 0, 0, 0
381: 95.250, 0.000000, 0, 0, 0
382: 95.500, 0.000000, 0, 0, 0
383: 95.750, 0.000000, 0, 0, 0
384: 96.000, 0.000000, 0, 0, 0
385: 96.250, 0.000000, 0, 0, 0
386: 96.500, 0.000000, 0, 0, 0
387: 96.750, 0.000000, 0, 0, 0
388: 97.000, 0.000000, 0, 0, 0
389: 97.250, 0.000000, 0, 0, 0
390: 97.500, 0.000000, 0, 0, 0
391: 97.750, 0.000000, 0, 0, 0
392: 98.000, 0.000000, 0, 0, 0
393: 98.250, 0.000000, 0, 0, 0
394: 98.500, 0.000000, 0, 0, 0
395: 98.750, 0.000000, 0, 0, 0
396: 99.000, 0.000000, 0, 0, 0
397: 99.250, 0.000000, 0, 0, 0
398: 99.500, 0.000000, 0, 0, 0
399: 99.750, 0.000000, 0, 0, 0
400: 100.000, 0.000000, 0, 0, 0
401: 100.250, 0.000000, 0, 0, 0
402: 100.500, 0.000000, 0, 0, 0
403: 100.750, 0.000000, 0, 0, 0
404: 101.000, 0.000000, 0, 0, 0
405: 101.250, 0.000000, 0, 0, 0
406: 101.500, 0.000000, 0, 0, 0
407: 101.750, 0.000000, 0, 0, 0
408: 102.000, 0.000000, 0, 0, 0
409: 102.250, 0.000000, 0, 0, 0
410: 102.500, 0.000000, 0, 0, 0
411: 102.750, 0.000000, 0, 0, 0
412: 103.000, 0.000000, 0, 0, 0
413: 103.250, 0.000000, 0, 0, 0
414: 103.500, 0.000000, 0, 0, 0
415: 103.750, 0.000000, 0, 0, 0
416: 104.000, 0.000000, 0, 0, 0
417: 104.250, 0.000000, 0, 0, 0
418: 104.500, 0.000000, 0, 0, 0
419: 104.750, 0.000000, 0, 0, 0
420: 105.000, 0.000000, 0, 0, 0
421: 105.250, 0.000000, 0, 0, 0
422: 105.500, 0.000000, 0, 0, 0
423: 105.750, 0.000000, 0, 0, 0
424: 106.000, 0.000000, 0, 0, 0
425: 106.250, 0.000000, 0, 0, 0
426: 106.500, 0.000000, 0, 0, 0
427: 106.750, 0.000000, 0, 0, 0
428: 107.000, 0.000000, 0, 0, 0
429: 107.250, 0.000000, 0, 0, 0
430: 107.500, 0.000000, 0, 0, 0
431: 107.750, 0.000000, 0, 0, 0
432: 108.000, 0.000000, 0, 0, 0
433: 108.250, 0.000000, 0, 0, 0
434: 108.500, 0.000000, 0, 0, 0
435: 108.750, 0.000000, 0, 0, 0
436: 109.000, 0.000000, 0, 0, 0
437: 109.250, 0.000000, 0, 0, 0
438: 109.500, 0.000000, 0, 0, 0
439: 109.750, 0.000000, 0, 0, 0
440: 110.000, 0.000000, 0, 0, 0
441: 110.250, 0.000000, 0, 0, 0
442: 110.500, 0.000000, 0, 0, 0
443: 110.750, 0.000000, 0, 0, 0
444: 111.000, 0.000000, 0, 0, 0
445: 111.250, 0.000000, 0, 0, 0
446: 111.500, 0.000000, 0, 0, 0
447: 111.750, 0.000000, 0, 0, 0
448: 112.000, 0.000000, 0, 0, 0
449: 112.250, 0.000000, 0, 0, 0
450: 112.500, 0.000000, 0, 0, 0
451: 112.750, 0.000000, 0, 0, 0
452: 113.000, 0.000000, 0, 0, 0
453: 113.250, 0.000000, 0, 0, 0
